City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,khasab,26.1799,56.2477,76.37,52,0,5.66,OM,1713546709
365,tari,12.4086,4.4914,108.14,9,5,5.59,NG,1713546712
366,zhanaozen,43.3,52.8,75.92,24,0,11.07,KZ,1713546714
367,magadan,59.5667,150.8,25.54,78,17,8.63,RU,1713546675
368,tindouf,27.6711,-8.1474,87.67,11,100,22.1,DZ,1713546720
369,santiago de cao,-7.9589,-79.2392,71.73,73,98,10.36,PE,1713546722
370,patterson,37.4716,-121.1297,67.23,68,73,4.74,US,1713546403
371,bratsk,56.1325,101.6142,48.69,92,100,6.06,RU,1713546657
372,cadale,2.7603,46.3222,86.25,73,81,16.51,SO,1713546730
373,dhuusamarreeb,5.535,46.3861,89.96,51,93,5.01,SO,1713546733
374,namsos,64.4662,11.4957,44.65,42,0,10.36,NO,1713546736
375,kazerun,29.6195,51.6541,69.64,47,0,2.93,IR,1713546738
376,tondano,1.3038,124.9112,69.89,97,71,1.63,ID,1713546741
377,ilheus,-14.7889,-39.0494,84.52,61,56,8.14,BR,1713546744
378,amahai,-3.3333,128.9167,78.75,87,62,3.31,ID,1713546747
379,pangody,65.85,74.4859,-3.35,95,8,10.96,RU,1713546750
380,dolores,-36.3132,-57.6792,73.22,58,82,16.78,AR,1713546753
381,karatuzskoye,53.6072,92.8667,47.37,60,54,15.99,RU,1713546759
382,kerrville,30.0474,-99.1403,71.94,64,100,10.36,US,1713546549
383,burela de cabo,43.65,-7.4,52.11,69,0,11.18,ES,1713546764
384,orchard homes,46.8633,-114.0484,43.59,33,0,12.66,US,1713546767
385,kavali,14.9167,79.9833,83.89,78,95,7.78,IN,1713546769
386,kongolo,-5.3833,27.0,75.45,89,100,3.24,CD,1713546772
387,urengoy,65.9667,78.3667,-0.51,93,89,14.18,RU,1713546775
388,jinxiang,27.4327,120.6062,65.52,91,100,7.96,CN,1713546778
389,minas de marcona,-15.2119,-75.1103,73.38,50,97,8.57,PE,1713546780
390,mugia,43.1041,-9.2179,66.9,73,0,8.9,ES,1713546783
391,as sulaymaniyah,35.5611,45.4375,61.23,67,0,6.91,IQ,1713546786
392,monrovia,6.3005,-10.7969,89.37,70,64,9.44,LR,1713546788
393,sorel-tracy,46.0334,-73.1159,57.22,66,100,12.26,CA,1713546505
394,sinan,34.8262,126.1086,56.89,77,100,8.23,KR,1713546794
395,san julian,21.0167,-102.1667,80.71,14,0,0.78,MX,1713546797
396,selfoss,63.9331,-20.9971,34.05,99,100,13.89,IS,1713546799
397,la'ie,21.6477,-157.9253,73.36,86,65,8.99,US,1713546802
398,ar ruways,24.1103,52.7306,79.68,51,0,7.85,AE,1713546805
399,mermoz boabab,14.7065,-17.4758,95.56,79,8,17.29,SN,1713546807
400,retreat,38.8245,-85.8533,59.74,71,99,5.01,US,1713546810
401,san pedro,14.35,121.0167,83.43,73,40,6.91,PH,1713546813
402,remire-montjoly,4.9167,-52.2667,87.84,70,75,16.11,GF,1713546724
403,cedeira,43.6797,-8.0209,72.99,70,0,26.4,ES,1713546818
404,essaouira,31.5125,-9.77,65.44,77,100,7.94,MA,1713546681
405,mhamid,29.82,-5.72,92.98,8,79,10.58,MA,1713546824
406,gummi,12.1436,5.1081,107.91,10,47,3.33,NG,1713546826
407,villa gesell,-37.2639,-56.973,77.05,59,62,22.48,AR,1713546740
408,smithers,54.7804,-127.1743,46.36,36,16,4.21,CA,1713546832
409,craig,40.5153,-107.5464,44.55,42,40,0.0,US,1713546566
410,port macquarie,-31.4333,152.9167,60.89,91,50,12.24,AU,1713546700
411,pyapon,16.2833,95.6833,81.54,74,2,10.11,MM,1713546840
412,launceston,-41.45,147.1667,46.15,87,86,1.14,AU,1713546842
413,tionk essil,12.7856,-16.5217,103.05,12,4,12.82,SN,1713546845
414,minzhu,43.7286,127.3447,43.65,33,100,3.8,CN,1713546848
415,katabu,-4.9333,122.5167,75.87,93,95,1.86,ID,1713546851
416,shimoda,34.6667,138.95,55.11,60,26,4.34,JP,1713546853
417,kendal,54.3268,-2.7476,51.69,73,80,11.5,GB,1713546856
418,canutama,-6.5339,-64.3831,76.8,95,100,1.1,BR,1713546859
419,tilcara,-23.5776,-65.3509,69.17,22,1,2.21,AR,1713546864
420,vorkuta,67.5,64.0,-7.89,91,71,8.01,RU,1713546867
421,homer,59.6425,-151.5483,44.49,69,100,14.97,US,1713546869
422,paita,-5.0892,-81.1144,76.28,69,42,10.51,PE,1713546872
423,weno,7.4515,151.8468,80.55,89,100,8.05,FM,1713546874
424,labrador city,52.9463,-66.9114,42.62,60,82,11.59,CA,1713546877
425,anamur,36.0751,32.8369,63.68,81,4,10.83,TR,1713546880
426,havre,49.5833,0.3333,52.34,87,75,20.71,FR,1713546882
427,lazaro cardenas,17.9583,-102.2,83.23,50,0,7.0,MX,1713546885
428,guerrero negro,27.9769,-114.0611,64.17,68,58,14.88,MX,1713546862
429,constitucion,-35.3333,-72.4167,64.6,59,100,11.77,CL,1713546891
430,loreto,22.2667,-101.9667,78.82,27,0,5.12,MX,1713546893
431,la sarre,48.8002,-79.1996,40.12,96,100,10.42,CA,1713546846
432,argo,37.6333,22.7333,57.16,84,80,1.57,GR,1713546899
433,monticello,45.3055,-93.7941,36.79,64,100,13.8,US,1713546668
434,fada,9.5667,8.3,97.99,17,80,2.62,NG,1713546904
435,kaohsiung,22.6163,120.3133,81.03,85,53,7.99,TW,1713546907
436,prince albert,53.2001,-105.7677,26.83,69,44,12.33,CA,1713546910
437,soe,-9.8607,124.284,66.16,96,100,3.69,ID,1713546915
438,chernyshevskiy,63.0128,112.4714,23.85,95,92,6.51,RU,1713546918
439,mbanza-ngungu,-5.25,14.8667,70.07,94,100,3.94,CD,1713546920
440,shitanjing,39.2342,106.3439,48.65,61,44,4.92,CN,1713546923
441,al kharijah,25.4514,30.5464,82.69,19,0,11.07,EG,1713546926
442,hun,29.1268,15.9477,73.62,47,10,31.45,LY,1713546928
443,morehead city,34.7229,-76.726,73.99,69,75,13.8,US,1713546931
444,springs,-26.25,28.4,69.26,64,41,5.28,ZA,1713546934
445,charles city,43.0664,-92.6724,46.8,46,0,29.93,US,1713546937
446,togur,58.3631,82.8265,31.14,73,92,14.0,RU,1713546939
447,acarau,-2.8856,-40.12,84.38,77,91,10.33,BR,1713546942
448,es castell,39.8795,4.2854,63.28,34,0,6.91,ES,1713546945
449,sucre,-19.0333,-65.2627,67.84,49,29,7.78,BO,1713546732
450,lundazi,-12.2929,33.1782,66.29,92,89,5.79,ZM,1713546950
451,alagoinhas,-12.1356,-38.4192,88.65,47,20,8.28,BR,1713546953
452,varena,54.2167,24.5667,42.31,65,98,4.97,LT,1713546955
453,kailua-kona,19.6406,-155.9956,79.59,79,20,0.0,US,1713546791
454,mentone,43.7765,7.5044,64.42,64,12,7.78,FR,1713546961
455,lompoc,34.6391,-120.4579,56.84,85,100,4.61,US,1713546962
456,east ballina,-28.8667,153.5833,58.8,89,12,10.45,AU,1713546966
457,nadi,-17.8,177.4167,75.92,91,100,4.12,FJ,1713546827
458,linares,-35.85,-71.6,65.1,48,100,8.43,CL,1713546767
459,upata,8.0086,-62.3989,81.19,57,89,3.15,VE,1713546974
460,nizhneangarsk,55.7833,109.55,25.0,77,1,3.0,RU,1713546977
461,sarupathar,26.1984,93.8094,71.26,80,48,4.12,IN,1713546980
462,novyy urgal,51.0736,132.5642,35.02,99,100,4.18,RU,1713546983
463,singaraja,-8.112,115.0882,80.51,85,69,3.27,ID,1713546985
464,colares,38.7992,-9.4469,68.99,75,75,14.0,PT,1713546988
465,mazamari,-11.3258,-74.5308,89.85,45,62,1.77,PE,1713546992
466,harper,4.375,-7.7169,86.56,71,50,9.13,LR,1713546995
467,muisne,0.6,-80.0333,80.69,82,100,2.04,EC,1713546998
468,isheyevka,54.4167,48.2667,69.31,59,84,13.42,RU,1713547000
469,alice springs,-23.7,133.8833,49.55,62,0,0.0,AU,1713547003
470,cicero dantas,-10.6,-38.3833,85.73,51,54,8.37,BR,1713547006
471,okhotsk,59.3833,143.3,31.23,95,100,5.61,RU,1713547008
472,piti village,13.4626,144.6933,82.45,86,0,8.05,GU,1713547012
473,suez,29.9737,32.5263,74.8,42,0,14.25,EG,1713547014
474,pathein,16.7833,94.7333,81.09,79,2,8.55,MM,1713547017
475,ariguani,10.25,-74.0,84.38,69,97,11.48,CO,1713547020
476,micheweni,-4.9667,39.8333,79.93,86,100,17.74,TZ,1713547022
477,villanueva de cordoba,38.3228,-4.6287,66.7,61,95,3.36,ES,1713547025
478,adre,13.4667,22.2,93.69,7,42,9.62,TD,1713547027
479,puerto baquerizo moreno,-0.9,-89.6,76.93,84,89,7.16,EC,1713547030
480,tazacorte,28.629,-17.9293,72.57,68,75,8.05,ES,1713547033
481,jiazi,22.8779,116.067,79.14,75,54,10.83,CN,1713547035
482,broome,42.2506,-75.833,52.7,84,100,11.5,US,1713547038
483,pacific grove,36.6177,-121.9166,57.42,80,100,4.0,US,1713546744
484,road town,18.4167,-64.6167,86.04,66,20,5.75,VG,1713546925
485,bandar-e genaveh,29.5791,50.517,77.74,62,0,5.91,IR,1713547046
486,usol'ye-sibirskoye,52.7519,103.6453,39.16,55,97,9.08,RU,1713547048
487,boa vista,2.8197,-60.6733,82.38,69,75,5.75,BR,1713546778
488,tralee,52.2704,-9.7026,53.85,82,75,9.22,IE,1713547056
489,ingeniero jacobacci,-41.3427,-69.5448,52.48,37,0,46.46,AR,1713547059
490,kiunga,-6.1219,141.2906,75.72,98,100,3.15,PG,1713547062
491,mejit,10.2753,170.8646,81.05,81,16,21.79,MH,1713547064
492,maralal,1.0968,36.698,66.9,74,100,6.29,KE,1713547067
493,yelizovo,53.1873,158.3805,36.1,92,95,1.01,RU,1713547070
494,buinsk,54.95,48.2833,63.48,65,79,12.17,RU,1713546976
495,lensk,60.7253,114.9278,29.16,96,74,6.64,RU,1713546890
496,coyhaique,-45.5752,-72.0662,48.15,66,75,8.05,CL,1713546928
497,dapa,9.7594,126.0531,79.86,79,57,5.93,PH,1713547080
498,nyurba,63.2842,118.3319,30.24,95,96,6.51,RU,1713547083
499,callao,-12.0667,-77.15,71.89,78,20,12.66,PE,1713547086
500,fomboni,-12.28,43.7425,83.53,75,94,12.44,KM,1713547089
501,el granada,37.5027,-122.4694,62.17,82,100,4.61,US,1713547091
502,kwang binh,17.4833,106.6,81.81,67,42,7.92,VN,1713547094
503,greytown,-29.0642,30.5928,61.32,82,18,1.14,ZA,1713547097
504,sibolga,1.7427,98.7792,79.07,89,99,2.55,ID,1713547100
505,baihe,22.15,107.2333,81.1,60,67,6.49,CN,1713547102
506,yuzhno-kurilsk,44.0306,145.8556,36.37,97,100,25.23,RU,1713547105
507,kutum,14.2,24.6667,88.57,9,89,8.08,SD,1713547108
508,nabire,-3.3667,135.4833,74.79,94,100,3.13,ID,1713547110
509,bako,5.7833,36.5667,67.24,80,96,5.28,ET,1713547113
510,askoy,60.4092,5.226,43.95,93,75,8.05,NO,1713547116
511,rawala kot,33.8578,73.7604,50.36,88,100,9.19,PK,1713547118
512,oranjemund,-28.55,16.4333,62.47,80,19,4.34,NA,1713547121
513,severo-yeniseyskiy,60.3725,93.0408,37.58,88,100,11.01,RU,1713547124
514,sharlyk,52.9167,54.75,67.78,54,0,8.97,RU,1713547126
515,union,40.6334,-74.2663,59.29,72,75,10.36,US,1713547068
516,amga,60.8953,131.9608,32.58,90,100,5.3,RU,1713547135
517,guanica,17.9716,-66.908,87.04,71,8,12.3,PR,1713547137
518,pasni,25.2631,63.471,78.57,74,0,18.68,PK,1713547141
519,ouesso,1.6136,16.0517,76.1,83,100,2.1,CG,1713547143
520,muroto-misakicho,33.2833,134.15,65.68,59,79,5.12,JP,1713547146
521,taoudenni,22.6783,-3.9836,102.36,5,14,7.0,ML,1713547148
522,urangan,-25.3,152.9,70.2,95,85,8.99,AU,1713547151
523,mora,11.0461,14.1401,102.02,10,100,4.25,CM,1713547154
524,porbandar,21.6422,69.6093,80.37,68,5,10.76,IN,1713547156
525,tuban,-6.8976,112.0649,79.03,91,100,5.14,ID,1713547159
526,umluj,25.0213,37.2685,80.17,57,0,7.45,SA,1713547162
527,alagir,43.0422,44.2222,57.74,67,89,1.79,RU,1713547165
528,kayes,14.0,-11.0,109.71,5,46,2.3,ML,1713547167
529,mount gambier,-37.8333,140.7667,47.93,89,3,3.47,AU,1713547170
530,tsiombe,-25.3,45.4833,70.34,75,57,5.03,MG,1713547173
531,bardai,11.65,7.2333,101.05,8,33,7.25,NG,1713547176
532,ad dabbah,18.05,30.95,96.24,8,2,8.61,SD,1713547178
533,loikaw,19.6742,97.2094,77.38,54,0,9.66,MM,1713547181
534,margate,51.3813,1.3862,51.91,57,48,13.0,GB,1713547150
535,tagiura,32.8817,13.3506,61.3,57,70,16.15,LY,1713547186
536,nicoya,10.1483,-85.452,96.49,27,100,5.82,CR,1713547189
537,khanty-mansiysk,61.0042,69.0019,28.51,54,0,8.95,RU,1713547194
538,kievka,50.2619,71.5514,63.23,63,4,9.08,KZ,1713547197
539,guilin,25.2819,110.2864,71.71,97,100,4.88,CN,1713547199
540,namdrik,5.5994,168.1028,82.54,82,89,18.25,MH,1713547202
541,baile herculane,44.8797,22.4125,47.82,59,53,5.97,RO,1713547205
542,choyr,46.3611,108.3611,47.23,29,78,15.97,MN,1713547207
543,benghazi,32.1167,20.0667,63.86,71,63,22.46,LY,1713546996
544,san clemente del tuyu,-36.3569,-56.7235,77.99,69,86,17.78,AR,1713547213
545,ashland,40.8167,-82.2665,55.4,91,100,12.8,US,1713546965
546,nehe,48.4833,124.8333,42.67,28,100,7.74,CN,1713547218
547,arawa,-6.2132,155.5367,77.94,92,57,1.34,PG,1713547226
548,yoko,5.5333,12.3167,73.89,81,100,4.47,CM,1713547229
549,port moresby,-9.4431,147.1797,76.84,92,100,3.74,PG,1713547231
550,morden,49.1919,-98.1014,30.04,63,98,20.98,CA,1713547234
551,ancud,-41.8697,-73.8203,52.2,62,92,8.79,CL,1713547237
552,betare oya,5.6,14.0833,75.07,84,99,7.07,CM,1713547240
553,bubaque,11.2833,-15.8333,78.48,73,64,20.98,GW,1713547118
554,changping,40.2186,116.2197,58.64,54,100,8.21,CN,1713547245
555,lerwick,60.1545,-1.1494,39.2,54,100,27.29,GB,1713547248
556,santo antonio,-6.3106,-35.4789,87.1,64,100,7.45,BR,1713547251
557,lebu,-37.6167,-73.65,58.84,67,100,8.03,CL,1713547026
558,marietta,33.9526,-84.5499,82.49,74,75,8.05,US,1713547237
559,perm,58.0174,56.2855,63.86,48,0,8.95,RU,1713547258
560,yichun,47.7,128.9,32.92,74,7,2.64,CN,1713547261
561,tahla,34.0485,-4.428,76.95,34,100,9.17,MA,1713547263
562,choibalsan,48.0667,114.5,41.68,25,99,16.2,MN,1713547266
